16015|introduction to information security course
16016|introduction to dod personnel security adjudication course
16017|introduction to personnel security course
16018|identifying and safeguarding personally identifiable information (pii)
16019|facility security officer (fso) role in the nisp course
16020|introduction to continuity of operations
16021|continuity of operations (coop) awareness course
16022|continuity of operations (coop) manager
16023|introduction to coop planning for pandemic influenzas
16024|exercise evaluation and improvement planning
16025|exercising continuity plans for pandemics
16026|facility security committee
16027|fundamentals of emergency manager
16028|ics for single resources and initial action incident
16029|interagency security committee
16030|introduction to homeland security planning
16031|introduction to incident command system
16032|national incident management system (nims)
16033|national response framework
16034|airport security design
16035|security risk management
16036|radiological emergency management
16037|fundamentals of risk management
16038|intelligence and homeland security
16039|terrorism: assessing the past to forecast the future
16040|homeland security policy
16041|weapons of mass destruction and the new terrorism
16042|computer crime
16043|contingency operations
16044|crisis action planning
16045|domestic terrorism and extremist groups
16046|research methods in homeland security
16047|homeland security and defense
16048|unit victim advocate
16049|senior leadership development program
16050|2006
16051|family advocacy program
16052|defense messaging system
16053|senior management training
16054|mediation training
16055|2002
16056|2001
16057|fair housing training
16058|battle staff manager
16059|airborne operations
16060|1984
16061|air assault operations
16062|human resources information systems
16063|administrative operations; finance & budgeting
16064|1998
16065|1997
16066|1996
16067|personnel administration specialist course
16068|unit supply
16069|jungle warfare operations
16070|air load planner
16071|cyber operations management
16072|logistics management and administration
16073|technical and function trainer for us army logistics information systems (lis):  sams-e
16074|liw
16075|help desk analyst
16076|strong problem solving and decision making skills
16077|management analysis
16078|extensive operational oversight
16079|execution and analysis
16080|program and project management experience
16081|six sigma green belt certified
16082|relationship building & stakeholder relations
16083|organizational efficiency
16084|problem solving & decision making
16085|strategic focus
16086|strategic innovation
16087|planning and priority management
16088|human capital management & staff development
16089|training and motivating others
16090|microsoft office 2007-2013
16091|windows xp-8
16092|novell client
16093|novell groupwise
16094|sophos anti-virus
16095|tyler technology
16096|energov
16097|cad21
16098|laserfiche
16099|ocularis
16100|winselect
16101|windows server 2003-2008
16102|windows xp-7
16103|air force standard desktop configuration
16104|symantec norton antivirus
16105|mcafee antivirus
16106|ms office 2003-2010
16107|national law enforcement
16108|telecommunications system (ncic
16109|nlets)
16110|investigative information management system
16111|(i2ms)
16112|remedy trouble ticket system
16113|dameware
16114|cisco vpn client
16115|defense financial management
16116|planning programming budget execution
16117|vendor pay
16118|travel pay
16119|disbursing
16120|government accounting
16121|sharepoint)
16122|defense legacy financial management systems
16123|contract security management
16124|semiconductor fabrication
16125|clean rooms
16126|comptia network + certificated
16127|desktop and laptop pcs
16128|experience in dell
16129|hp and lexmark laser printers and multi-function devices
16130|installs
16131|maintains
16132|and repairs peripherals
16133|printer equipment
16134|lexmark printer certification
16135|ncr basic certification
16136|samsung certified technician
16137|tech force ica certified
16138|remedy (business objects)
16139|tactical local area network (taclan)
16140|army battle command systems
16141|commercial driver license class a licensed
16142|battle staff functions
16143|mts
16144|jcr
16145|and bft radios installations
16146|instructor training course
16147|group leader instruction training course
16148|advanced field artillery tactical data system (afatds)
16149|technical escort (special weapons)
16150|tactical quiet generators (tqg) (5kw
16151|10 kw
16152|15kw
16153|60kw
16154|750kw and 1000kw)
16155|basic noncommissioned officers course
16156|primary leadership development course
16157|it consulting
16158|desktop support and network
16159|cabling and indoor networking
16160|help desk & desktop support
16161|business objects
16162|microsoft windows server
16163|joint staff officer
16164|cover letters
16165|creative writer
16166|adult learning theory
16167|dod financial management
16168|ministry
16169|hydraulic servicing
16170|k9 detection
16171|k9 patrol
16172|controlled aggression
16173|narcotic training aid placement
16174|executive administrative assistance
16175|teaching english as a second language
16176|leadership and mentoring
16177|material readiness
16178|integration and installation electronics
16179|structural geology
16180|honorable service
16181|employee training and development
16182|occupational health and safety
16183|inventory management and stock control
16184|budget resource management
16185|proficiency with microsoft office suite
16186|espanol
16187|simulation training development
16188|electrical repair.
16189|computer system operations.
16190|troubleshooting to solve complex issues.
16191|blueprint reading.
16192|project management- schedule task timelines; manages labor
16193|tool and equipment
16194|resources; produces cost and material estimations
16195|supervisory leadership- leads
16196|trains
16197|and instructs personnel on tasked projects
16198|while overseeing  managed progression
16199|demonstrable leadership and management qualities
16200|strong time-management skills
16201|ability to work under pressure and to tight deadlines
16202|analysing and problem-solving skills
16203|microsoft word and excel certified
16204|blue print reading and type i and type ii certificaction (hvac)
16205|medical gas installer and brazer certification
16206|nuclear valve tech certification
16207|timely management
16208|mechanics comprehension
16209|focused under pressure
16210|network + certified
16211|human resource trained
16212|microsoft and all computer applications trained
16213|puzzle solving oriented
16214|thirteen years of successful military service as a complex weapon system crewmember
16215|and petroleum supply specialist.
16216|trained and skilled in the areas of teamwork
16217|performed inventories
16218|ordered
16219|received and distributed parts and equipment.
16220|accounted for hundreds thousands of dollars valuable equipment without loss
16221|supervised and trained three to six individuals in daily duty requirements
16222|hold state california department of insurance license # oe85130 life
16223|accident
16224|and health
16225|certified medical techinician
16226|manager of apartment complex of over 800 apartments
16227|register usage
16228|proficient with microsoft products
16229|military science
16230|personal physical conditioning
16231|principles of supervision
16232|methods of instruction
16233|fundamentals of communication
16234|work place safety
16235|protecting secret and confidential douments
16236|formal and informal counselor
16237|evaluation writing
16238|read and interprets written orders
16239|collegiate classroom instruction
16240|commercial roofing apprentice
16241|certified piano technician
16242|knowledge of electronic equipment and computer hardware and software
16243|applications and  programming.
16244|and able to complete projects with limited or no
16245|direct supervision once trained.
16246|organizational theory
16247|retention
16248|american foreign policy
16249|pakistan
16250|urdu
16251|russian politics
16252|certified peace officer
16253|reporting requirements
16254|planning manangement
16255|interdepartmental collaboration
16256|policy adherence and awareness
16257|shooting sports
16258|social listening
16259|coping
16260|military values
16261|executing
16262|improving
16263|helping others
16264|encouraging
16265|mission success
16266|supervision of personnel
16267|can operate small machinery
16268|i can drive trucks similar to semi
16269|can speak english and fluent spanish.
16270|systems troubleshooting
16271|master instructor
16272|working aloft
16273|half splitting
16274|failure analysis
16275|wave propogation
16276|sports medicine
16277|patient counseling
16278|ambulatory care
16279|cardiovascular fitness
16280|corrective exercise
16281|ability to work autonomously.
16282|a commercial driver with an "a" license  with endorsements (expected; february 1st
16283|2015)
16284|working for large corporations in fast-paced environments
16285|preventive maintennance on machines and related equipment
16286|place holder
16287|information technology background
16288|ability to give and follow directions well
16289|experience with computer systems
16290|familiar with records and personnel administration
16291|self-direction
16292|cad drafting and design
16293|and lifesaver trained
16294|administartion
16295|health information technology
16296|technology initiatives
16297|disaster recovery design
16298|technical depth
16299|customer service focused
16300|team leading abilities
16301|time managaement skills
16302|public speaking skills
16303|texas real estate license
16304|gps navigation
16305|political geography
16306|meeting scheduling
16307|management of direct reports
16308|autodesk inventor
16309|dozer d3 d7 d9
16310|forklift 10k 13k
16311|grader
16312|tractor trailer
16313|10 ton 20 ton
16314|flat bed trailer
16315|low boy trailer 30 ton 50 ton 60 ton
16316|excavator and mini excavator
16317|skid steer and attachments
16318|schedule training
16319|manage personnel records
16320|instructor (non-certified)
16321|knowledgeable equipment transportation procedures
16322|basic well drilling knowledge ( certified air force certificate)
16323|operates saws
16324|drill
16325|jackhammer
16326|compressors
16327|plate tampers
16328|dump truck operator
16329|concrete placement and repair
16330|asphalt repair and placement
16331|line level
16332|ten key
16333|speak sign language
16334|skilled in inventory management.
16335|excellent management skills.
16336|expert in communacating written and orally.
16337|proven problem solver.
16338|transportation - knowledge of principles and methods for moving people or goods
16339|customer and personal service - knowledge of principles and processes for providing
16340|bilingual - knowledge of the structure and content of the spanish language including
16341|the meaning and spelling of words
16342|accountability management
16343|vehicle operations for 1 1
16344|4 ton through 20 ton vehicles
16345|computer database
16346|law and government: knowledge of laws
16347|economics and accounting: knowledge of economic and accounting principles and
16348|psychology: knowledge of human behavior and performance; individual differences
16349|sociology and anthropology: knowledge of group behavior and dynamics
16350|basic lifesaver course certified
16351|active community volunteer
16352|certified in the use of oleoresin capsicum spray
16353|qualified sharpshooter in small arms and assault weapons
16354|active u.s. government secret security clearance from oct2013- oct 2023
16355|considering the relative costs and benefits of potential actions to choose the most
16356|appropriate one.
16357|identifying complex problems and reviewing related information to develop and evaluate
16358|options and implement solutions.
16359|talking to others to convey information effectively.
16360|being aware of others' reactions and understanding why they react as they do.
16361|giving full attention to what other people are saying
16362|taking time to understand
16363|the points being made
16364|and not interrupting at
16365|inappropriate times.
16366|understanding written sentences and paragraphs in work related documents.
16367|communicating effectively in writing as appropriate for the needs of the audience.
16368|understanding the implications of new information for both current and future problem-solving
16369|and decision-making.
16370|knowledge of different philosophical systems and religions. this includes their
16371|basic principles
16372|and their
16373|impact on human culture.
16374|knowledge of principles and methods for describing the features of land
16375|air masses
16376|knowledge of historical events and their causes
16377|and effects on civilizations
16378|and cultures.
16379|organized and ran cash for work program for 160 afghan nationals
16380|built a payroll program to pay workers for the cash for work program
16381|managed my units sensitive items as unit armorer with a value of $3m with no losses
16382|and access.
16383|experienced in creating and conducting oral and written presentations.
16384|experience with microsoft excel
16385|access.
16386|effective communication skills.
16387|incident reporting
16388|highly dedicated
16389|strategic and operational planning
16390|training and leadership development
16391|progect planning
16392|execution
16393|persuasion
16394|and communication
16395|subordinate mentorship
16396|building cohesive
16397|effective teams
16398|productivity and efficiency improvement
16399|asset visibility and management
16400|therapy
16401|psychological assessments & testing
16402|psychological report writing
16403|crisis prevention & intervention
16404|padi advanced open water scuba certified
16405|advanced swift water rescue tech
16406|seven years of experience with navy personnel program analysis.
16407|eight years of experience as an analyst on major federal government projects as
16408|a contractor
16409|proficiency with ms word
16410|excel and access
16411|experience in creating and maintaining information databases for qualitative and
16412|quantitative variables
16413|experience as a logistics manager for it equipment
16414|department of homeland security
16415|green belt six sigma
16416|medical practice management
16417|training & staff supervision
16418|clinical operations & healthcare administration
16419|medical billing & collections
16420|team leadership & talent acquisition
16421|p&l responsibility
16422|change management & process improvement
16423|compliance & quality assurance
16424|co-operative
16425|reliant
16426|computer systems problem solving
16427|software matinence
16428|5632146987
16429|lathe operator
16430|machine setup
16431|girls basketball coaching
16432|in home care worker
16433|film editing
16434|musicians
16435|hd video
16436|youtube
16437|cordon an area
16438|u.s. military carbine qualified
16439|u.s. military pistol qualified
16440|combatives (lethal and non-lethal)
16441|apprehend a subject
16442|conduct an investigation
16443|conduct a patrol
16444|search an individual
16445|search a vehicle
16446|search a building
16447|conduct detainee operations (prison guard)
16448|transport an offender
16449|conduct a traffic stop
16450|as9100
16451|osha trainer
16452|orgnanized
16453|bcis certified
16454|proper safety and lifting techniques
16455|ranch work
16456|weaponry
16457|supervisory security related positions
16458|safety supervision
16459|paralegal studies
16460|competent in engine diagnosis and repair.
16461|skillful in solutions for drivability problems
16462|experienced at general tune up procedures such as oil change
16463|spark plug
16464|and air
16465|filters.
16466|proficient at the diagnoses and repair of brake systems.
16467|capable of finding problems and solutions of cooling systems.
16468|learning management system & software
16469|mac ios
16470|cisco certified network associate
16471|advanced troubleshooting
16472|freelance
16473|hazardous materials handler & transport
16474|operating systems: nt
16475|microsoft office suites 2003
16476|networking: lan
16477|dchp
16478|cisco any connect vpn
16479|symantec antivirus corporate edition
16480|mcafee virus scan.microsoft forfront
16481|hp & dell desktops
16482|thin clients
16483|pda
16484|hp printers
16485|ricoh copiers
16486|laptop encryption: mcafee safeboot
16487|typing(100 words a min.)
16488|networking and communications
16489|cultural awareness training
16490|computer data base training
16491|first responders training
16492|ammo handling training
16493|leaders course training
16494|federal motor vechicle highway safety regulations training
16495|fire safety training
16496|occupational health and safety administration training
16497|cost control
16498|planning-  planned  ships repair period that included 30 work packages with 200
16499|equipment tag outs that was a coordinated operation with trident training facility
16500|weeks shorter than planned with 100% completion.
16501|managment-   supervised the completion of maintenance and repair of 9 highly complex
16502|systems worth 50 million dollars.
16503|teamwork-  -
16504|recognized by senior inspection team member for outstanding teamwork
16505|and providing prompt precise back up.
16506|web application security testing techniques
16507|microsoft office suite: excel
16508|uml modeling: dia
16509|operating systems: microsoft windows xp
16510|server 2012 r2
16511|programming languages: java
16512|databases: access
16513|oracle 10g
16514|11g
16515|12c
16516|virtualization: virtualbox
16517|vmware player
16518|public frameworks: itil
16519|cobit
16520|cmmi
16521|regulatory standards: fisma
16522|sox
16523|glba
16524|pci dss
16525|aicpa
16526|penetration testing frameworks: nist sp 800-42
16527|nist sp 800-53
16528|octave
16529|osstmm
16530|ptes
16531|penetration testing tools: backtrack5 r3
16532|owasp web testing
16533|framework
16534|samurai wtf
16535|debuggers and disassemblers: ollydbg
16536|idapro
16537|scanners: wireshark
16538|rsa netwitness investigator
16539|zenmap
16540|nessus
16541|skipfish
16542|tcpdump
16543|rats
16544|linux tools: bmon
16545|iftop
16546|pkstat
16547|iperf
16548|tcptrack
16549|splunk
16550|ip stateful firewalls: microsoft windows firewall
16551|gufw
16552|secure connection
16553|data transfer: putty
16554|filezilla client
16555|tftpd32
16556|authentication protocols: radius
16557|ms-chapv2 using microsoft windows network policy
16558|server (nps)
16559|virtual training environments: dvwa
16560|metasploitable
16561|tactical-level analysis
16562|spanish language
16563|strategic planning for the theater special operations command
16564|strategic planning for the combatant command
16565|u.s. political military policy
16566|information research
16567|rpa
16568|naval aviation equipment maintenance and installation
16569|corrosion control and safety regulations compliance
16570|electrical and mechanical systems integration and architecture
16571|schematics and wire diagrams interpretation
16572|aviation equipment routine
16573|preventive maintenance and naval oil analysis program
16574|electrical system design and theory of operation
16575|computerized electrical systems testing
16576|computerized machinery system of operation
16577|electrical equipment installation
16578|and evaluation
16579|maintenance operation safety and risk management
16580|hand tools and power tools operation
16581|mindmanager
16582|sat
16583|accreditation
16584|material development
16585|procedure creation
16586|task analysis
16587|smart recovery facilitator
16588|military weapon systems
16589|ordnance management
16590|certified heavy equipment operator
16591|88m truck driver
16592|0131 unit diary clerk
16593|ranching
16594|comptia n+
16595|somewhat car mechanic
16596|detention
16597|analytical - comparing
16598|prioritization
16599|reasoning
16600|communications - listening
16601|technical - word processing
16602|leadership - goal driven
16603|qa manager
16604|risk and threat analysis
16605|incident response and disaster recovery
16606|procedure development and implementation
16607|resource and classification management
16608|training and evaluation
16609|disciplined and attention-to-detail
16610|supervised  all aspects of 3 different personnel departments
16611|human resources: maintained personnel records and conducted performance evaluations
16612|security: supervised security procedures where adhered to during stressful situations
16613|more than 14 years successful experience directing the operational aspects of several
16614|facilities.
16615|achieves warehouse operations operational objectives by preparing and completing
16616|action plans; implementing production
16617|and customer-service
16618|standards; resolving problems; completing audits; identifying trends.
16619|develops production operations system improvements by analyzing process work flow
16620|manning and space requirements
16621|and equipment layout; implementing changes.
16622|occupational safety
16623|lss yellow belt
16624|lss green belt trained
16625|survival systems maintenance
16626|foreign object damage
16627|gaseous and liquid oxygen systems
16628|computer software applications
16629|industrial sewing
16630|life support
16631|concealed weapons permit
16632|concealed weapon training
16633|possess in-depth knowledge of accounting
16634|and book-keeping
16635|possess excellent management and organizational skills
16636|possess excellent oral and written communication skills
16637|have remarkable attention to detail with the ability to record and maintain
16638|data accurately
16639|extensive experience in federal stock class
16640|federal acquisition regulations
16641|and national stock numbers
16642|ability to operate forklifts and warehouse equipment
16643|type 35 words per minute
16644|fielding and training of new equipment
16645|risk management assessments
16646|proofreading and editing
16647|thrives on multi-tasking
16648|environmental safety
16649|program development and implementation
16650|advanced knowledge of ms office suite
16651|strong leader
16652|compelling presentation skills
16653|skilled researcher
16654|development of control procedures
16655|task driven
16656|ordnance
16657|weapon systems
16658|combat medical instructor
16659|liturgy
16660|missions
16661|religion
16662|biblical studies
16663|church growth
16664|evangelism
16665|pharmacology
16666|inter and intranet
16667|av production and reproduction for web based applications.
16668|exhortation
16669|encouragement
16670|conversational in spanish
16671|c2 systems
16672|computer instruction
16673|traininf
16674|compliance training and development of employees
16675|property adjusting
16676|disability claim management
16677|export control & intellectual property
16678|technology administration
16679|workshop facilitator
16680|subject matter expert in training
16681|to include: designing
16682|developing and facilitating
16683|military and police programs. experience training foreign nationals oconus.
16684|practiced operational planner
16685|coordinating and managing large-scale operations.  have
16686|led teams from initial conception through final delivery.
16687|possess practical applications as a manager
16688|operator in special operations
16689|counter
16690|close quarters battle (buildings
16691|ships and aircraft)
16692|urban warfare
16693|crisis response
16694|vbss
16695|planning and law enforcement measures.
16696|creating: word: curriculum design
16697|development; power points; excel: budgets and
16698|costing.
16699|leading
16700|managing personnel and materials
16701|personnel administration specialist
16702|computer oriented
16703|pharmacy technician skills 
16704|ability to operate automated dispensing machines
16705|such as omnicell
16706|swisslog
16707|accudose
16708|atp unit dose packaging machine. 
16709|experiences
16710|in unit dose dispensing
16711|distributing
16712|transferring
16713|and recapturing.
16714|knowledgeable in iv preparations such as ivpb
16715|tpn
16716|and antineoplastic.  
16717|knowledgeable
16718|in pharmacys non-sterile compounding.  
16719|strong math and problem solving skills
16720|such as ratio and proportions.  
16721|ability to read and interpret medication order
16722|\  
16723|knowledgeable in pharmacy law and regulations
16724|brand and generic drug names
16725|computer: microsoft windows
16726|and type 40wpm.
16727|hazardous material certifier
16728|university lecturer
16729|computer programmer
16730|computer lab technician
16731|data collector
16732|building collaborative teams
16733|task completion
16734|solar thermal
16735|solar energy
16736|photovoltaics
16737|energy engineering
16738|alternative energy
16739|electrical design
16740|sustainable energy
16741|lean six sigma certificate
16742|project management certificate
16743|minor in business
16744|film
16745|technical competencies:  statistical & problem solving systems analysis
16746|claims investigations process improvement
16747|forensics analysis
16748|oem aircraft mro
16749|fbo
16750|turbo fan
16751|turbo and multiple engines. webex
16752|go to meeting
16753|sage crm business objects
16754|systems. underwriting & policy file review outstanding written and verbal communication
16755|tax return preparation
16756|tax
16757|tax returns
16758|sales tax
16759|financial statements
16760|payroll taxes
16761|expenses
16762|journal entries
16763|preparation
16764|speech clarity
16765|fluency of ideas
16766|making decisions
16767|aircraft welder
16768|sci security clearance valid through march 2016
16769|subject matter expert with tactical radio systems: an
16770|prc-117f
16771|prc-150c
16772|prc-152 and an
16773|prc-148 radios
16774|hpw
16775|tacchat
16776|wmt
16777|anw2
16778|25k dedicated satcom
16779|integrated wave (iw) and demand assigned multiple access (dama) software and wave
16780|forms.
16781|opertations
16782|mental agility
16783|articulate
16784|critical problem solver
16785|honor
16786|general ledger.
16787|long haul communicatons
16788|telecommunications systems
16789|pursuing ccna
16790|air operations center
16791|postal regulations
16792|encryption
16793|multiplexers
16794|vtc technologies
16795|video teleconference operations
16796|ip addressing
16797|osi model
16798|data systems implementation
16799|highly motivated and energetic
16800|work well as a member of a team
16801|outstanding ping pong player
16802|pool player
16803|psychological operations
16804|military deception officer
16805|military intelligence
16806|wargaming
16807|future operations
16808|judicial
16809|emergency nursing
16810|foreign operations
16811|ssbi
16812|sensitive information
16813|miltary operation
16814|joint special operations university (jsou)
16815|introduction to special operations forces
16816|irregular warfare overview for joint force commanders and staff
16817|foreign internal defense
16818|unconventional warfare overview for joint force commanders and staff
16819|counterinsurgency (coin)
16820|inter-organizational coordination
16821|introduction to irregular warfare
16822|lift heavy weight
16823|work well under stress
16824|take initiative in stressful times
16825|licensed driver
16826|personal and human resources
16827|hazardous material specialist
16828|pa state radiological officer
16829|tech escort j5
16830|nims certified
16831|nremt-p (former)
16832|work well in diversity enviroment
16833|good commuication
16834|working well under pressure
16835|judgment
16836|resource utilization
16837|interrogation techniques
16838|source operations
16839|procurement management
16840|computer software proficient
16841|technical transportation of hazardous materials
16842|vulnerability management
16843|security policy
16844|itil certified
16845|gold disk
16846|disa gold disk
16847|itil process
16848|itil process implementation
16849|itil implementation
16850|itil service strategy
16851|iso 9001:2008 lead auditor
16852|tokenization
16853|certified ethical hacker
16854|information security program management
16855|written and oral
16856|qualified in the department of defense travel system (dts). arranged travel arrangements
16857|and filled out travel form 1610 through the online computer based system
16858|producing
16859|travel vouchers through the system. (08
16860|2004) 40 hrs
16861|principles of office administration
16862|basic administration training
16863|book keeping and file management. (03
16864|1999) 120 hrs
16865|trained in the army document filing system; 40 hrs marks (06
16866|1999) and arims (11
16867|2004)
16868|hazardous materials operations level (03
16869|2003) 40 hrs
16870|hazmat awareness level (03
16871|2003) 40 hrs highly skilled in microsoft word 2003
16872|outlook 2003
16873|microsoft excel 2003
16874|adobe acrobat reader and extremely internet
16875|savvy. intermediate skilled in powerpoint.  type 55 wpm
16876|effective listener
16877|effctive leader
16878|detain and
16879|or arrest individuals suspected of committing crimes against the criminal
16880|laws of the united states
16881|state of maryland
16882|or local laws. - interrogate individuals
16883|suspected of committing crimes
16884|interviewing witnesses and obtaining written statements.
16885|distinguish and properly classify criminal or civil violations that may occur.
16886|analyze facts to identify suspects and develop case information for use in pressing
16887|charges and bringing suspects to trial. - know procedures for testifying in federal
16888|and state court
16889|knowing what is and is not acceptable testimony and testifying
16890|accurately in the court of jurisdiction. - coordinate with other law enforcement
16891|agencies to gather facts or evidence for use in assigned cases. - perform patrol
16892|rounds - inspect and investigate unusual circumstances and individuals whose behavior
16893|or presence appears suspicious. - seek
16894|detect
16895|preserve
16896|and protect evidence and
16897|crime scenes. - respond to disturbances and violent behavior situations caused by
16898|patients. - investigate reports of theft of personal property or lost
16899|stolen government
16900|identify suspects and recommend ways to stop further thefts. - perform
16901|terry stops
16902|frisks and pat-downs to determine the presence of weapons in the possession
16903|of the suspect being interrogated or interviewed. - pursue and apprehend persons
16904|fleeing a crime scene or attempting to resist arrest. - assist victims of accidents
16905|or assaults by providing first aid
16906|or calling for medical assistance
16907|or assist
16908|in obtaining transportation to a specific location for medical emergency treatment.
16909|inform suspect individuals of their miranda rights and weingarten rights (if appropriate).
16910|issue federal violation notices and courtesy violation notices for observed violations
16911|of the traffic laws
16912|rules or regulations. - receive calls by telephone or walk
16913|in. - dispatch personnel. - prepare the shift journal. knowledge of general law
16914|enforcement methods and techniques. -ability to determine if a crime is about to
16915|be committed
16916|is in the process of being committed
16917|or has already been committed
16918|and recognizing and protecting the crime scene. -ability to perform duties effectively
16919|in stressful situations in the field of law enforcement. -ability to communicate
16920|effectively both orally and in writing.
16921|well versed in manager plus
16922|good working knowledge of microsoft office
16923|operations planner
16924|policy writer
16925|dispatcher
16926|customer and personnel service
16927|management and personnel resources
16928|social perceptives
16929|humorous
16930|veteran hiring and staffing needs
16931|learning and development
16932|ability to work within a team
16933|excellent oral and written skills
16934|typing: 67 wpm
16935|some networking
16936|other computer applications
16937|icbm operations
16938|field testing
16939|test director
16940|test design
16941|hebrew
16942|ability to process and ascertain information at a rapid rate.
16943|ability to make business decisions and lead subordinates within a company.
16944|human skills - the ability to interact and motivate.
16945|technical skills - business knowledge and proficiency.
16946|conceptual skills - the ability to understand concepts
16947|develop ideas and implement
16948|strategies.
16949|proficient with microsoft office products including word
16950|powerpoint & excel.
16951|handles reports and projects within a given time frame.
16952|utilizes creativity to solve problems efficiently and appropriately
16953|ability to use knowledge and prior experience to troubleshoot. communication
16954|excels working with a diverse population
16955|ability to maintain a professional manner in stressful situations
16956|writes clearly and concisely
16957|speaks effectively
16958|listens attentively
16959|excellent multi-tasking skills  meets deadlines
16960|sets goals
16961|plans and arranges
16962|activities
16963|leads groups
16964|teaches
16965|instructs
16966|directs others
16967|implements decisions and
16968|manages projects effectively
16969|provides well thought out solutions to all tasks and effectively resolve issues
16970|data-keeping experience
16971|able to gather appropriate information and effectively
16972|communicate that information as needed.
16973|ability to maintain confidentiality
16974|certified njrotc instructor
16975|itil-v3 foundation
16976|cisco certified network associate routing and switching (ccna r&s)
16977|cisco certified network associate voice (ccna-v)
16978|cisco certified network associate security (ccna-s)
16979|use of judgment and ability to solve problems efficiently
16980|project management skills: influencing
16981|negotiating and delegating abilities
16982|adaptability and ability to work under pressure
16983|performing general clerical and administrative functions
16984|responding to inquiries
16985|and customer service
16986|responding to all requests for filing
16987|composing
16988|and proofreading in a timely manner.
16989|experienced with personnel related actions
16990|gathering data
16991|compiling reports.
16992|able to perform physical inventories
16993|routinely typing letters
16994|memorandums
16995|and other documents.
16996|experienced with receiving and handling patient medical records for further processing
16997|as well as planning work schedules and sequence of operations projects.
16998|established and maintained a variety of files for easy retrieval
16999|managed correspondence
17000|produced reports
17001|reference material and other office records using microsoft office.
17002|skills also include prior managerial experience
17003|cad designer
17004|mechanical drafter
17005|manufacturing and engineering
17006|certified six sigma green belt
17007|six sigma black belt
17008|outreach specialist
17009|good attitude
17010|good at conflict resolution
17011|good with teamwork and incorporating the team
17012|ability to plan ahead
17013|oral skills
17014|respect for procedures
17015|conscious of health and safety standards
17016|taking patients vitals
17017|registered nurses assistant for 24 years.
17018|some martial arts
17019|weapons safety and handling
17020|dental practice management
17021|landlord
17022|tenant issues
17023|landlords
17024|dental software
17025|dental care
17026|dod certified interrogator
17027|source operator
17028|intelligence information management
17029|reporting skills (8+ years)
17030|surveillance skills (7+ years) overt
17031|covert
17032|strong analytical skills
17033|proficient working with microsoft word
17034|vbms
17035|and vacols.
17036|completed numerous courses in management
17037|and ways to motivate your
17038|workers.
17039|creating and maintaining document system to ensure compliance with fda
17040|establishing and conducting on-going current good manufacturing practices training
17041|responding to fda audits and requests
17042|conducting product recall
17043|notary
17044|insurance license
17045|producer
17046|life
17047|and annuities
17048|global cross-functional team leadership
17049|anti-money laundering (aml)
17050|combating the financing of terrorism (cft)
17051|countering transnational organized crime (ctoc)
17052|continuity of operations planning
17053|non-destructive inspection
17054|operations managements
17055|movement officer
17056|budget preparation and execution
17057|total amunition management information system
17058|leadeship
17059|supervison
17060|social-cultural
17061|human terrain geospatial intelligence analyst
17062|task lead
17063|simulator instructor
17064|scenario developer
17065|sql db2
17066|jcl
17067|tso
17068|mvs
17069|ibm mainframe
17070|cobolii
17071|oracle sql
17072|toad 9.0
17073|sql windows
17074|legal translation
17075|outstanding interpersonal communication skills
17076|planning & organizing skills
17077|computer automation
17078|excellent leadership
17079|manpower manager
17080|microsoft office subject matter expert
17081|communication: listens attentively
17082|negotiates
17083|resolves differences
17084|provides
17085|feedback and well-thought out solutions. interpersonal skills: works well with others
17086|supportive
17087|motivates others
17088|counsels
17089|delegates effectively
17090|represents others
17091|self-confident
17092|and accepts responsibility. research and planning: analyzes issues
17093|defines needs
17094|identifies
17095|solves problems and meets goals. organizational skills:
17096|handles details
17097|coordinates tasks
17098|meets
17099|deadlines and multi-tasks. management skills: leads groups
17100|coaches
17101|manages conflict
17102|makes decisions
17103|others
17104|implements decisions
17105|enforces policies
17106|takes charge.
17107|communicates well
17108|i know how to work as a team.
17109|after being in the service industry
17110|i have well developed people skills.
17111|maintain records
17112|proactive
17113|maintains military personnel financial records
17114|including payroll
17115|travel allowances
17116|and reimbursements; performs related computations; prepares related reports; trains
17117|counsels evaluates and supervises military personnel with high degree of confidentiality.
17118|\ *types 60 words per minute  *word processing formatting  *payroll services  *personnel
17119|scheduling software  *proofreading
17120|editing  *message processing procedures  *message
17121|traffic analysis  *office equipment operation
17122|maintenance  *documenting
17123|\ *file system development
17124|maintenance  *human resources processes  *customer support
17125|\ *data entry  *classified information and materials security  *labor relations
17126|\ *project
17127|program management  *thinking creatively: develops
17128|designs
17129|or creates
17130|new applications
17131|ideas
17132|relationships
17133|or products
17134|including artistic
17135|contributions.  *processing information: compiles
17136|codes
17137|categorizes
17138|calculates
17139|tabulates
17140|audits
17141|or verifies information or data.  *inspecting equipment
17142|or materials: inspects equipment
17143|or materials to identify the cause
17144|of errors or other problems or defects.  *judging the qualities of objects
17145|or people: assesses the value
17146|importance
17147|or quality of things or people.  *equipment
17148|maintenance: performs routine maintenance on equipment and determines when and what
17149|kind of maintenance is needed.  *operations and control: controls operations of
17150|equipment or systems.  *operation monitoring: watches gauges
17151|or other indicators
17152|to make sure a machine is working properly.  *quality control analysis: conducts
17153|tests and inspections of products
17154|or processes to evaluate quality or
17155|performance.
17156|types 60 words per minute
17157|personnel scheduling software
17158|processing information: compiles
17159|or verifies information or data.
17160|judging the qualities of objects
17161|services or people: assesses the value
